2024-11-18 15:49:23,  0,  0,  0,  0,  0
2024-11-18 15:49:56,  0,  0,  0,  0,  0
2024-11-18 15:50:29,  0,  0,  0,  0,  0
2024-11-18 15:51:02,  0,  0,  0,  0,  0
2024-11-18 15:51:35,  0,  0,  0,  0,  0
2024-11-18 15:52:08,  0,  0,  0,  0,  0
2024-11-18 15:52:41,  0,  0,  0,  0,  0
2024-11-18 15:53:14,  0,  0,  0,  0,  0
2024-11-18 15:53:47,  0,  0,  0,  0,  0
2024-11-18 15:54:20,  0,  0,  0,  0,  0
2024-11-18 15:54:53,  0,  0,  0,  0,  0
2024-11-18 15:55:26,  0,  0,  0,  0,  0
2024-11-18 15:55:59,  0,  0,  0,  0,  0
2024-11-18 15:56:33,  0,  0,  0,  0,  0
2024-11-18 15:57:07,  0,  0,  0,  0,  0
2024-11-18 15:57:37,  1,  11,  0,  0,  0
